year,county_ID,county_name,urbanicity,region,pop_category,population,prison_population
1997,6053,Monterey,small/mid,West,Male,129931,1304
1998,6053,Monterey,small/mid,West,Male,135161,1383
1999,6053,Monterey,small/mid,West,Male,139093,1384
2000,6053,Monterey,small/mid,West,Male,142159,1355
2001,6053,Monterey,small/mid,West,Male,143960,1291
2002,6053,Monterey,small/mid,West,Male,144622,1376
2003,6053,Monterey,small/mid,West,Male,145569,1478
2004,6053,Monterey,small/mid,West,Male,145674,1542
2005,6053,Monterey,small/mid,West,Male,144964,1566
2006,6053,Monterey,small/mid,West,Male,143802,1726
2007,6053,Monterey,small/mid,West,Male,143764,1770
2008,6053,Monterey,small/mid,West,Male,144245,1673
2009,6053,Monterey,small/mid,West,Male,145284,1674
2010,6053,Monterey,small/mid,West,Male,146617,1615
2011,6053,Monterey,small/mid,West,Male,147175,1559
2012,6053,Monterey,small/mid,West,Male,147955,1520
2013,6053,Monterey,small/mid,West,Male,148568,1539
2014,6053,Monterey,small/mid,West,Male,147969,1567
2015,6053,Monterey,small/mid,West,Male,147040,1503
1991,6055,Napa,small/mid,West,Male,35833,261
1992,6055,Napa,small/mid,West,Male,36574,282
1993,6055,Napa,small/mid,West,Male,36678,304
1994,6055,Napa,small/mid,West,Male,36930,335
1995,6055,Napa,small/mid,West,Male,37155,362
1996,6055,Napa,small/mid,West,Male,37596,354
1997,6055,Napa,small/mid,West,Male,38538,346
1998,6055,Napa,small/mid,West,Male,39500,327
1999,6055,Napa,small/mid,West,Male,40403,297
2000,6055,Napa,small/mid,West,Male,41247,309
2001,6055,Napa,small/mid,West,Male,42120,331
2002,6055,Napa,small/mid,West,Male,43024,344
2003,6055,Napa,small/mid,West,Male,43584,373
2004,6055,Napa,small/mid,West,Male,43720,380
2005,6055,Napa,small/mid,West,Male,43809,398
2006,6055,Napa,small/mid,West,Male,44182,387
2007,6055,Napa,small/mid,West,Male,44530,391
2008,6055,Napa,small/mid,West,Male,45039,397
2009,6055,Napa,small/mid,West,Male,45381,395
2010,6055,Napa,small/mid,West,Male,45721,370
2011,6055,Napa,small/mid,West,Male,45761,339
2012,6055,Napa,small/mid,West,Male,45962,293
2013,6055,Napa,small/mid,West,Male,46046,309
2014,6055,Napa,small/mid,West,Male,46204,284
2015,6055,Napa,small/mid,West,Male,46377,286
1991,6057,Nevada,rural,West,Male,24285,108
1992,6057,Nevada,rural,West,Male,24908,124
1993,6057,Nevada,rural,West,Male,25177,135
1994,6057,Nevada,rural,West,Male,25552,131
1995,6057,Nevada,rural,West,Male,25991,
1996,6057,Nevada,rural,West,Male,26544,
1997,6057,Nevada,rural,West,Male,27318,141
1998,6057,Nevada,rural,West,Male,28098,153
1999,6057,Nevada,rural,West,Male,28712,145
2000,6057,Nevada,rural,West,Male,29590,137
2001,6057,Nevada,rural,West,Male,30279,160
2002,6057,Nevada,rural,West,Male,30821,176
2003,6057,Nevada,rural,West,Male,31177,186
2004,6057,Nevada,rural,West,Male,31567,155
2005,6057,Nevada,rural,West,Male,32046,160
2006,6057,Nevada,rural,West,Male,32144,165
2007,6057,Nevada,rural,West,Male,32185,153
2008,6057,Nevada,rural,West,Male,32141,143
2009,6057,Nevada,rural,West,Male,32226,142
2010,6057,Nevada,rural,West,Male,32192,137
2011,6057,Nevada,rural,West,Male,32163,111
2012,6057,Nevada,rural,West,Male,31950,
2013,6057,Nevada,rural,West,Male,31300,108
2014,6057,Nevada,rural,West,Male,30790,118
2015,6057,Nevada,rural,West,Male,30428,
1991,6059,Orange,urban,West,Male,869572,3621
1992,6059,Orange,urban,West,Male,879891,4489
1993,6059,Orange,urban,West,Male,883232,5221
1994,6059,Orange,urban,West,Male,886062,5738
1995,6059,Orange,urban,West,Male,891561,6936
1996,6059,Orange,urban,West,Male,898687,7310
1997,6059,Orange,urban,West,Male,921082,7741
1998,6059,Orange,urban,West,Male,943702,7920
1999,6059,Orange,urban,West,Male,956711,8167
2000,6059,Orange,urban,West,Male,969602,8032
2001,6059,Orange,urban,West,Male,979588,7823
2002,6059,Orange,urban,West,Male,987781,7894
2003,6059,Orange,urban,West,Male,994829,8204
2004,6059,Orange,urban,West,Male,1000145,8287
2005,6059,Orange,urban,West,Male,1002051,8707
2006,6059,Orange,urban,West,Male,1002818,8604
2007,6059,Orange,urban,West,Male,1004872,9140
2008,6059,Orange,urban,West,Male,1012856,9007
2009,6059,Orange,urban,West,Male,1022797,8903
2010,6059,Orange,urban,West,Male,1029936,8530
2011,6059,Orange,urban,West,Male,1032484,7714
2012,6059,Orange,urban,West,Male,1044323,7007
2013,6059,Orange,urban,West,Male,1051835,6783
2014,6059,Orange,urban,West,Male,1059622,6597
2015,6059,Orange,urban,West,Male,1064794,6340
1991,6061,Placer,suburban,West,Male,58966,259
1992,6061,Placer,suburban,West,Male,60838,280
1993,6061,Placer,suburban,West,Male,62290,319
1994,6061,Placer,suburban,West,Male,64110,400
1995,6061,Placer,suburban,West,Male,66240,447
1996,6061,Placer,suburban,West,Male,68231,530
1997,6061,Placer,suburban,West,Male,70779,604
1998,6061,Placer,suburban,West,Male,73845,638
1999,6061,Placer,suburban,West,Male,77377,639
2000,6061,Placer,suburban,West,Male,80971,733
2001,6061,Placer,suburban,West,Male,85180,746
2002,6061,Placer,suburban,West,Male,89499,824
2003,6061,Placer,suburban,West,Male,93776,809
2004,6061,Placer,suburban,West,Male,97614,857
2005,6061,Placer,suburban,West,Male,100886,881
2006,6061,Placer,suburban,West,Male,103530,892
2007,6061,Placer,suburban,West,Male,105826,934
2008,6061,Placer,suburban,West,Male,108034,911
2009,6061,Placer,suburban,West,Male,109796,897
2010,6061,Placer,suburban,West,Male,111138,896
2011,6061,Placer,suburban,West,Male,111650,749
2012,6061,Placer,suburban,West,Male,113524,644
2013,6061,Placer,suburban,West,Male,114270,652
2014,6061,Placer,suburban,West,Male,115367,656
2015,6061,Placer,suburban,West,Male,116120,641
1991,6063,Plumas,rural,West,Male,6135,
1992,6063,Plumas,rural,West,Male,6321,
1993,6063,Plumas,rural,West,Male,6399,
1994,6063,Plumas,rural,West,Male,6333,
1995,6063,Plumas,rural,West,Male,6347,
1996,6063,Plumas,rural,West,Male,6351,
1997,6063,Plumas,rural,West,Male,6506,32
1998,6063,Plumas,rural,West,Male,6577,39
1999,6063,Plumas,rural,West,Male,6691,36
2000,6063,Plumas,rural,West,Male,6692,
2001,6063,Plumas,rural,West,Male,6756,
2002,6063,Plumas,rural,West,Male,6829,
2003,6063,Plumas,rural,West,Male,6880,
2004,6063,Plumas,rural,West,Male,6910,
2005,6063,Plumas,rural,West,Male,6960,
2006,6063,Plumas,rural,West,Male,6914,65
2007,6063,Plumas,rural,West,Male,6869,61
2008,6063,Plumas,rural,West,Male,6693,63
2009,6063,Plumas,rural,West,Male,6565,71
2010,6063,Plumas,rural,West,Male,6489,
2011,6063,Plumas,rural,West,Male,6437,
2012,6063,Plumas,rural,West,Male,6317,
2013,6063,Plumas,rural,West,Male,6033,
2014,6063,Plumas,rural,West,Male,5821,
2015,6063,Plumas,rural,West,Male,5674,
1991,6065,Riverside,urban,West,Male,389098,3297
1992,6065,Riverside,urban,West,Male,400322,3696
1993,6065,Riverside,urban,West,Male,406432,4433
1994,6065,Riverside,urban,West,Male,413296,4782
1995,6065,Riverside,urban,West,Male,420945,5520
1996,6065,Riverside,urban,West,Male,425630,6243
1997,6065,Riverside,urban,West,Male,436769,7152
1998,6065,Riverside,urban,West,Male,451051,7524
1999,6065,Riverside,urban,West,Male,467641,7690
2000,6065,Riverside,urban,West,Male,486058,7907
2001,6065,Riverside,urban,West,Male,507470,7998
2002,6065,Riverside,urban,West,Male,533403,8639
2003,6065,Riverside,urban,West,Male,563497,8916
2004,6065,Riverside,urban,West,Male,595119,9095
2005,6065,Riverside,urban,West,Male,623500,9862
2006,6065,Riverside,urban,West,Male,652513,9988
2007,6065,Riverside,urban,West,Male,674640,9906
2008,6065,Riverside,urban,West,Male,685577,10029
2009,6065,Riverside,urban,West,Male,699235,9930
2010,6065,Riverside,urban,West,Male,714857,9830
2011,6065,Riverside,urban,West,Male,719635,9311
2012,6065,Riverside,urban,West,Male,732840,8782
2013,6065,Riverside,urban,West,Male,742291,9167
2014,6065,Riverside,urban,West,Male,750007,9405
2015,6065,Riverside,urban,West,Male,758848,8703
1991,6067,Sacramento,urban,West,Male,360535,3948
1992,6067,Sacramento,urban,West,Male,364111,4162
1993,6067,Sacramento,urban,West,Male,363526,4373
1994,6067,Sacramento,urban,West,Male,361481,4552
1995,6067,Sacramento,urban,West,Male,363308,4933
1996,6067,Sacramento,urban,West,Male,367098,5389
1997,6067,Sacramento,urban,West,Male,373576,5718
1998,6067,Sacramento,urban,West,Male,381409,6260
1999,6067,Sacramento,urban,West,Male,390002,6462
2000,6067,Sacramento,urban,West,Male,399622,6386
2001,6067,Sacramento,urban,West,Male,413602,6357
2002,6067,Sacramento,urban,West,Male,428061,6375
2003,6067,Sacramento,urban,West,Male,438322,6416
2004,6067,Sacramento,urban,West,Male,447181,6413
2005,6067,Sacramento,urban,West,Male,453256,6526
2006,6067,Sacramento,urban,West,Male,457115,6727
2007,6067,Sacramento,urban,West,Male,462459,6887
2008,6067,Sacramento,urban,West,Male,466750,7073
2009,6067,Sacramento,urban,West,Male,471717,7164
2010,6067,Sacramento,urban,West,Male,474918,7142
2011,6067,Sacramento,urban,West,Male,475803,6676
2012,6067,Sacramento,urban,West,Male,479913,6185
2013,6067,Sacramento,urban,West,Male,481811,6295
2014,6067,Sacramento,urban,West,Male,483667,6253
2015,6067,Sacramento,urban,West,Male,488185,6223
1991,6069,San Benito,suburban,West,Male,12032,
1992,6069,San Benito,suburban,West,Male,12334,71
1993,6069,San Benito,suburban,West,Male,12673,77
1994,6069,San Benito,suburban,West,Male,13028,75
1995,6069,San Benito,suburban,West,Male,13533,94
1996,6069,San Benito,suburban,West,Male,14120,96
1997,6069,San Benito,suburban,West,Male,15052,75
1998,6069,San Benito,suburban,West,Male,15968,88
1999,6069,San Benito,suburban,West,Male,16858,96
2000,6069,San Benito,suburban,West,Male,17715,94
2001,6069,San Benito,suburban,West,Male,18157,84
2002,6069,San Benito,suburban,West,Male,18249,119
2003,6069,San Benito,suburban,West,Male,18443,102
2004,6069,San Benito,suburban,West,Male,18383,106
2005,6069,San Benito,suburban,West,Male,18429,114
2006,6069,San Benito,suburban,West,Male,18206,115
2007,6069,San Benito,suburban,West,Male,18138,109
2008,6069,San Benito,suburban,West,Male,18132,98
2009,6069,San Benito,suburban,West,Male,18205,123
2010,6069,San Benito,suburban,West,Male,18443,142
2011,6069,San Benito,suburban,West,Male,18552,133
2012,6069,San Benito,suburban,West,Male,18754,118
2013,6069,San Benito,suburban,West,Male,18928,109
2014,6069,San Benito,suburban,West,Male,19163,104
2015,6069,San Benito,suburban,West,Male,19426,102
1991,6071,San Bernardino,suburban,West,Male,481657,3871
1992,6071,San Bernardino,suburban,West,Male,494453,4160
1993,6071,San Bernardino,suburban,West,Male,495818,4772
1994,6071,San Bernardino,suburban,West,Male,495458,5488
1995,6071,San Bernardino,suburban,West,Male,499417,6425
1996,6071,San Bernardino,suburban,West,Male,504631,7212
1997,6071,San Bernardino,suburban,West,Male,514479,8083
1998,6071,San Bernardino,suburban,West,Male,527460,8351
1999,6071,San Bernardino,suburban,West,Male,542068,8974
2000,6071,San Bernardino,suburban,West,Male,556250,9514
2001,6071,San Bernardino,suburban,West,Male,574984,9317
2002,6071,San Bernardino,suburban,West,Male,589720,9764
2003,6071,San Bernardino,suburban,West,Male,605833,10109
2004,6071,San Bernardino,suburban,West,Male,628618,10363
2005,6071,San Bernardino,suburban,West,Male,648037,10835
2006,6071,San Bernardino,suburban,West,Male,661822,11522
2007,6071,San Bernardino,suburban,West,Male,670050,11345
2008,6071,San Bernardino,suburban,West,Male,673273,11599
2009,6071,San Bernardino,suburban,West,Male,677201,11656
2010,6071,San Bernardino,suburban,West,Male,683376,11377
2011,6071,San Bernardino,suburban,West,Male,686086,10098
2012,6071,San Bernardino,suburban,West,Male,694495,8864
2013,6071,San Bernardino,suburban,West,Male,699786,8667
2014,6071,San Bernardino,suburban,West,Male,702308,8668
2015,6071,San Bernardino,suburban,West,Male,708115,7921
1991,6073,San Diego,urban,West,Male,898878,7312
1992,6073,San Diego,urban,West,Male,908519,7965
1993,6073,San Diego,urban,West,Male,899134,8894
1994,6073,San Diego,urban,West,Male,897268,9471
1995,6073,San Diego,urban,West,Male,894861,10343
1996,6073,San Diego,urban,West,Male,900900,10904
1997,6073,San Diego,urban,West,Male,916909,11303
1998,6073,San Diego,urban,West,Male,935957,11710
1999,6073,San Diego,urban,West,Male,959633,11982
2000,6073,San Diego,urban,West,Male,974505,11882
2001,6073,San Diego,urban,West,Male,993184,11815
2002,6073,San Diego,urban,West,Male,1007670,11909
2003,6073,San Diego,urban,West,Male,1008558,11558
2004,6073,San Diego,urban,West,Male,1021169,11563
2005,6073,San Diego,urban,West,Male,1031244,11963
2006,6073,San Diego,urban,West,Male,1040311,11945
2007,6073,San Diego,urban,West,Male,1051506,11948
2008,6073,San Diego,urban,West,Male,1069197,11807
2009,6073,San Diego,urban,West,Male,1083227,11720
2010,6073,San Diego,urban,West,Male,1096005,11162
2011,6073,San Diego,urban,West,Male,1098868,10197
2012,6073,San Diego,urban,West,Male,1109460,9014
2013,6073,San Diego,urban,West,Male,1122124,8724
2014,6073,San Diego,urban,West,Male,1131507,8805
2015,6073,San Diego,urban,West,Male,1145101,8176
1991,6075,San Francisco,urban,West,Male,272781,3132
1992,6075,San Francisco,urban,West,Male,276115,3081
1993,6075,San Francisco,urban,West,Male,278453,3434
1994,6075,San Francisco,urban,West,Male,279014,3533
1995,6075,San Francisco,urban,West,Male,281214,3424
1996,6075,San Francisco,urban,West,Male,285206,3183
1997,6075,San Francisco,urban,West,Male,291107,2940
1998,6075,San Francisco,urban,West,Male,296456,2686
1999,6075,San Francisco,urban,West,Male,300270,2550
2000,6075,San Francisco,urban,West,Male,303037,2378
2001,6075,San Francisco,urban,West,Male,304860,2237
2002,6075,San Francisco,urban,West,Male,300580,2076
2003,6075,San Francisco,urban,West,Male,297033,1879
2004,6075,San Francisco,urban,West,Male,294798,1767
2005,6075,San Francisco,urban,West,Male,295591,1752
2006,6075,San Francisco,urban,West,Male,298932,1734
2007,6075,San Francisco,urban,West,Male,303427,1624
2008,6075,San Francisco,urban,West,Male,308774,1679
2009,6075,San Francisco,urban,West,Male,313626,1648
2010,6075,San Francisco,urban,West,Male,314816,1572
2011,6075,San Francisco,urban,West,Male,314695,1335
2012,6075,San Francisco,urban,West,Male,318140,1169
2013,6075,San Francisco,urban,West,Male,322828,1090
2014,6075,San Francisco,urban,West,Male,325945,995
2015,6075,San Francisco,urban,West,Male,329472,958
1991,6077,San Joaquin,small/mid,West,Male,158667,1572
1992,6077,San Joaquin,small/mid,West,Male,160644,1710
1993,6077,San Joaquin,small/mid,West,Male,161857,1902
1994,6077,San Joaquin,small/mid,West,Male,162497,2197
1995,6077,San Joaquin,small/mid,West,Male,163884,2353
1996,6077,San Joaquin,small/mid,West,Male,165526,2651
1997,6077,San Joaquin,small/mid,West,Male,168946,2873
1998,6077,San Joaquin,small/mid,West,Male,172639,2983
1999,6077,San Joaquin,small/mid,West,Male,177550,3029
2000,6077,San Joaquin,small/mid,West,Male,183617,3056
2001,6077,San Joaquin,small/mid,West,Male,192101,3019
2002,6077,San Joaquin,small/mid,West,Male,198874,3118
2003,6077,San Joaquin,small/mid,West,Male,205308,3186
2004,6077,San Joaquin,small/mid,West,Male,211159,3115
2005,6077,San Joaquin,small/mid,West,Male,216606,3286
2006,6077,San Joaquin,small/mid,West,Male,218825,3415
2007,6077,San Joaquin,small/mid,West,Male,220480,3339
2008,6077,San Joaquin,small/mid,West,Male,221478,3324
2009,6077,San Joaquin,small/mid,West,Male,223486,3437
2010,6077,San Joaquin,small/mid,West,Male,225957,3288
2011,6077,San Joaquin,small/mid,West,Male,226644,2904
2012,6077,San Joaquin,small/mid,West,Male,229173,2829
2013,6077,San Joaquin,small/mid,West,Male,230108,2939
2014,6077,San Joaquin,small/mid,West,Male,230002,2851
2015,6077,San Joaquin,small/mid,West,Male,233767,2762
1991,6079,San Luis Obispo,small/mid,West,Male,77560,319
1992,6079,San Luis Obispo,small/mid,West,Male,77972,336
1993,6079,San Luis Obispo,small/mid,West,Male,78198,334
1994,6079,San Luis Obispo,small/mid,West,Male,78884,393
1995,6079,San Luis Obispo,small/mid,West,Male,79873,474
1996,6079,San Luis Obispo,small/mid,West,Male,81147,489
1997,6079,San Luis Obispo,small/mid,West,Male,83061,538
1998,6079,San Luis Obispo,small/mid,West,Male,85138,556
1999,6079,San Luis Obispo,small/mid,West,Male,87110,547
2000,6079,San Luis Obispo,small/mid,West,Male,89356,553
2001,6079,San Luis Obispo,small/mid,West,Male,91307,565
2002,6079,San Luis Obispo,small/mid,West,Male,92544,622
2003,6079,San Luis Obispo,small/mid,West,Male,93492,597
2004,6079,San Luis Obispo,small/mid,West,Male,94920,640
2005,6079,San Luis Obispo,small/mid,West,Male,95938,659
2006,6079,San Luis Obispo,small/mid,West,Male,96699,691
2007,6079,San Luis Obispo,small/mid,West,Male,97209,716
2008,6079,San Luis Obispo,small/mid,West,Male,98352,706
2009,6079,San Luis Obispo,small/mid,West,Male,98378,720
2010,6079,San Luis Obispo,small/mid,West,Male,98580,712
2011,6079,San Luis Obispo,small/mid,West,Male,98375,638
2012,6079,San Luis Obispo,small/mid,West,Male,98269,569
2013,6079,San Luis Obispo,small/mid,West,Male,98763,618
2014,6079,San Luis Obispo,small/mid,West,Male,98083,637
2015,6079,San Luis Obispo,small/mid,West,Male,98026,604
1991,6081,San Mateo,suburban,West,Male,224480,1227
1992,6081,San Mateo,suburban,West,Male,226649,1212
1993,6081,San Mateo,suburban,West,Male,227731,1315
1994,6081,San Mateo,suburban,West,Male,228347,1379
1995,6081,San Mateo,suburban,West,Male,229403,1515
1996,6081,San Mateo,suburban,West,Male,231634,1580
1997,6081,San Mateo,suburban,West,Male,236585,1592
1998,6081,San Mateo,suburban,West,Male,239828,1663
1999,6081,San Mateo,suburban,West,Male,241522,1693
2000,6081,San Mateo,suburban,West,Male,243497,1697
2001,6081,San Mateo,suburban,West,Male,243980,1651
2002,6081,San Mateo,suburban,West,Male,240673,1663
2003,6081,San Mateo,suburban,West,Male,237952,1607
2004,6081,San Mateo,suburban,West,Male,236217,1609
2005,6081,San Mateo,suburban,West,Male,236016,1714
2006,6081,San Mateo,suburban,West,Male,236148,1743
2007,6081,San Mateo,suburban,West,Male,237144,1658
2008,6081,San Mateo,suburban,West,Male,240462,1648
2009,6081,San Mateo,suburban,West,Male,243221,1555
2010,6081,San Mateo,suburban,West,Male,244048,1449
2011,6081,San Mateo,suburban,West,Male,244309,1386
2012,6081,San Mateo,suburban,West,Male,246624,1193
2013,6081,San Mateo,suburban,West,Male,249610,1219
2014,6081,San Mateo,suburban,West,Male,252751,1205
2015,6081,San Mateo,suburban,West,Male,255141,1177
1991,6083,Santa Barbara,small/mid,West,Male,129192,895
1992,6083,Santa Barbara,small/mid,West,Male,129977,962
1993,6083,Santa Barbara,small/mid,West,Male,129763,965
1994,6083,Santa Barbara,small/mid,West,Male,130218,1043
1995,6083,Santa Barbara,small/mid,West,Male,129354,1146
1996,6083,Santa Barbara,small/mid,West,Male,129137,1206
1997,6083,Santa Barbara,small/mid,West,Male,131258,1320
1998,6083,Santa Barbara,small/mid,West,Male,132963,1322
1999,6083,Santa Barbara,small/mid,West,Male,134015,1369
2000,6083,Santa Barbara,small/mid,West,Male,135684,1413
2001,6083,Santa Barbara,small/mid,West,Male,137653,1361
2002,6083,Santa Barbara,small/mid,West,Male,139404,1404
2003,6083,Santa Barbara,small/mid,West,Male,140467,1443
2004,6083,Santa Barbara,small/mid,West,Male,141440,1450
2005,6083,Santa Barbara,small/mid,West,Male,142414,1623
